Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 1194; Protoss_Opening FastExpand; Protoss_Assimilator 2414; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 10042; Protoss_Arbiter_Tribunal 22990; Protoss_Robotics_Facility 8434; Protoss_Fleet_Beacon 0; Protoss_Stargate 21710; Protoss_Citadel_of_Adun 12260; Protoss_Forge 14052; Protoss_Templar_Archives 20870; Protoss_Photon_Cannon 15032; Protoss_Cybernetics_Core 2928; 
Protoss_Pylon 1182; Protoss_Opening FastDT; Protoss_Assimilator 2394; Protoss_Gateway 1878; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4752; Protoss_Forge 0; Protoss_Templar_Archives 5748; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2942; 
Protoss_Pylon 1150; Protoss_Opening Unknown; Protoss_Assimilator 2388; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2968; 
Protoss_Pylon 1152; Protoss_Opening FastObs; Protoss_Assimilator 2346; Protoss_Gateway 1826; Protoss_Robotics_Support_Bay 9950; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5584; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1182; Protoss_Opening FastExpand; Protoss_Assimilator 2486; Protoss_Gateway 1944; Protoss_Robotics_Support_Bay 11982; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10168; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3968; 
Protoss_Pylon 1214; Protoss_Opening FastDT; Protoss_Assimilator 2076; Protoss_Gateway 1974; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 11696; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7936; Protoss_Forge 0; Protoss_Templar_Archives 9006; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4928; 
Protoss_Pylon 1140; Protoss_Opening FastDT; Protoss_Assimilator 2342; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8900; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5254; Protoss_Forge 0; Protoss_Templar_Archives 6244; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2908; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1188; Protoss_Opening FastExpand; Protoss_Assimilator 2280; Protoss_Gateway 1868; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2934; 
Protoss_Pylon 1206; Protoss_Opening FastExpand; Protoss_Assimilator 3274; Protoss_Gateway 1872; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9246; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3810; 
Protoss_Pylon 1194; Protoss_Opening FastExpand; Protoss_Assimilator 2414; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 10042; Protoss_Arbiter_Tribunal 22990; Protoss_Robotics_Facility 8434; Protoss_Fleet_Beacon 0; Protoss_Stargate 21710; Protoss_Citadel_of_Adun 12260; Protoss_Forge 14052; Protoss_Templar_Archives 20870; Protoss_Photon_Cannon 15032; Protoss_Cybernetics_Core 2928; 
Protoss_Pylon 1152; Protoss_Opening FastObs; Protoss_Assimilator 2346; Protoss_Gateway 1826; Protoss_Robotics_Support_Bay 9950; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5584; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2465; Protoss_Gateway 2010; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4740; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3300; 
Protoss_Pylon 1215; Protoss_Opening FastDT; Protoss_Assimilator 2445; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10430; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5890; Protoss_Forge 0; Protoss_Templar_Archives 6980; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3225; 
Protoss_Pylon 1155; Protoss_Opening Unknown; Protoss_Assimilator 2290; Protoss_Gateway 1925; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5450; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3115; 
Protoss_Pylon 1145; Protoss_Opening FastExpand; Protoss_Assimilator 2190; Protoss_Gateway 1840; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8900; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11145; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2980; 
Protoss_Pylon 1175; Protoss_Opening FastObs; Protoss_Assimilator 2245; Protoss_Gateway 1840; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 50640; Protoss_Robotics_Facility 5525; Protoss_Fleet_Beacon 0; Protoss_Stargate 48860; Protoss_Citadel_of_Adun 10260; Protoss_Forge 13035; Protoss_Templar_Archives 11435; Protoss_Photon_Cannon 15385; Protoss_Cybernetics_Core 2980; 
Protoss_Pylon 1190; Protoss_Opening FastObs; Protoss_Assimilator 2380; Protoss_Gateway 1935; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6510; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10750; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3125; 
Protoss_Pylon 1175; Protoss_Opening FastObs; Protoss_Assimilator 2245; Protoss_Gateway 1840; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 50640; Protoss_Robotics_Facility 5525; Protoss_Fleet_Beacon 0; Protoss_Stargate 48860; Protoss_Citadel_of_Adun 10260; Protoss_Forge 13035; Protoss_Templar_Archives 11435; Protoss_Photon_Cannon 15385; Protoss_Cybernetics_Core 2980; 
Protoss_Pylon 1160; Protoss_Opening FastObs; Protoss_Assimilator 2212; Protoss_Gateway 1828; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 18780; Protoss_Robotics_Facility 5510; Protoss_Fleet_Beacon 0; Protoss_Stargate 17180; Protoss_Citadel_of_Adun 10472; Protoss_Forge 14966; Protoss_Templar_Archives 16586; Protoss_Photon_Cannon 18348; Protoss_Cybernetics_Core 2942; 
Protoss_Pylon 1245; Protoss_Opening FastExpand; Protoss_Assimilator 2440; Protoss_Gateway 1985; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7850; Protoss_Fleet_Beacon 18575; Protoss_Stargate 17220; Protoss_Citadel_of_Adun 9545; Protoss_Forge 16340; Protoss_Templar_Archives 10800; Protoss_Photon_Cannon 17035; Protoss_Cybernetics_Core 3285; 
Protoss_Pylon 1168; Protoss_Opening FastDT; Protoss_Assimilator 2186; Protoss_Gateway 1830; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10884; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5756; Protoss_Forge 0; Protoss_Templar_Archives 6744; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2816; 
Protoss_Pylon 1194; Protoss_Opening FastExpand; Protoss_Assimilator 2400; Protoss_Gateway 1882; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 18372; Protoss_Robotics_Facility 6330; Protoss_Fleet_Beacon 0; Protoss_Stargate 16268; Protoss_Citadel_of_Adun 9854; Protoss_Forge 12780; Protoss_Templar_Archives 14266; Protoss_Photon_Cannon 13730; Protoss_Cybernetics_Core 2904; 
Protoss_Pylon 1170; Protoss_Opening FastExpand; Protoss_Assimilator 2400; Protoss_Gateway 1866; Protoss_Robotics_Support_Bay 16082; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7148; Protoss_Fleet_Beacon 26182; Protoss_Stargate 24892; Protoss_Citadel_of_Adun 20870; Protoss_Forge 18210; Protoss_Templar_Archives 31374; Protoss_Photon_Cannon 19104; Protoss_Cybernetics_Core 2934; 
Protoss_Pylon 1175; Protoss_Opening FastDT; Protoss_Assimilator 2215; Protoss_Gateway 1825; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10275; Protoss_Fleet_Beacon 16985; Protoss_Stargate 15750; Protoss_Citadel_of_Adun 5215; Protoss_Forge 17935; Protoss_Templar_Archives 6215; Protoss_Photon_Cannon 19400; Protoss_Cybernetics_Core 2870; 
Protoss_Pylon 1194; Protoss_Opening ReaverDrop; Protoss_Assimilator 2256; Protoss_Gateway 1866; Protoss_Robotics_Support_Bay 6758; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5236; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14268; Protoss_Forge 15304; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 17726; Protoss_Cybernetics_Core 2932; 
Protoss_Pylon 1200; Protoss_Opening FastObs; Protoss_Assimilator 2495; Protoss_Gateway 1945; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4490; Protoss_Fleet_Beacon 21215; Protoss_Stargate 19020; Protoss_Citadel_of_Adun 11950; Protoss_Forge 14460; Protoss_Templar_Archives 17925; Protoss_Photon_Cannon 16165; Protoss_Cybernetics_Core 3210; 
Protoss_Pylon 1580; Protoss_Opening FastObs; Protoss_Assimilator 2530; Protoss_Gateway 2175; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4480; Protoss_Fleet_Beacon 23915; Protoss_Stargate 22080; Protoss_Citadel_of_Adun 7825; Protoss_Forge 10325; Protoss_Templar_Archives 8960; Protoss_Photon_Cannon 11755; Protoss_Cybernetics_Core 3395; 
Protoss_Pylon 1212; Protoss_Opening FastObs; Protoss_Assimilator 2476; Protoss_Gateway 1912; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4632; Protoss_Fleet_Beacon 24164; Protoss_Stargate 22342; Protoss_Citadel_of_Adun 9544; Protoss_Forge 9464; Protoss_Templar_Archives 10706; Protoss_Photon_Cannon 14416; Protoss_Cybernetics_Core 3120; 
Protoss_Pylon 1245; Protoss_Opening FastObs; Protoss_Assimilator 2565; Protoss_Gateway 2015; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5520; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12270; Protoss_Forge 0; Protoss_Templar_Archives 13320; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3305; 
Protoss_Pylon 1215; Protoss_Opening FastObs; Protoss_Assimilator 2580; Protoss_Gateway 2060; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7855; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10480; Protoss_Forge 14585; Protoss_Templar_Archives 11565; Protoss_Photon_Cannon 15350; Protoss_Cybernetics_Core 3210; 
Protoss_Pylon 1220; Protoss_Opening FastObs; Protoss_Assimilator 2565; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 9575; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4930; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10660; Protoss_Forge 17250; Protoss_Templar_Archives 12130; Protoss_Photon_Cannon 18220; Protoss_Cybernetics_Core 3265; 
Protoss_Pylon 1265; Protoss_Opening FastObs; Protoss_Assimilator 2465; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4835; Protoss_Fleet_Beacon 28945; Protoss_Stargate 26935; Protoss_Citadel_of_Adun 11685; Protoss_Forge 16930; Protoss_Templar_Archives 15740; Protoss_Photon_Cannon 18500; Protoss_Cybernetics_Core 3205; 
Protoss_Pylon 1300; Protoss_Opening ReaverDrop; Protoss_Assimilator 2535; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 8645; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6920; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16425; Protoss_Forge 14580; Protoss_Templar_Archives 27665; Protoss_Photon_Cannon 15875; Protoss_Cybernetics_Core 3120; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2325; Protoss_Gateway 1845; Protoss_Robotics_Support_Bay 10370; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7245; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12250; Protoss_Forge 18040; Protoss_Templar_Archives 19145; Protoss_Photon_Cannon 19640; Protoss_Cybernetics_Core 2870; 
Protoss_Pylon 1250; Protoss_Opening FastExpand; Protoss_Assimilator 2530; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6495; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10025; Protoss_Forge 17195; Protoss_Templar_Archives 20815; Protoss_Photon_Cannon 18540; Protoss_Cybernetics_Core 3110; 
Protoss_Pylon 1290; Protoss_Opening FastDT; Protoss_Assimilator 7945; Protoss_Gateway 1905; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 11335; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9670; Protoss_Forge 3965; Protoss_Templar_Archives 10760; Protoss_Photon_Cannon 5075; Protoss_Cybernetics_Core 8495; 
Protoss_Pylon 1205; Protoss_Opening FastDT; Protoss_Assimilator 2475; Protoss_Gateway 1955; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5775; Protoss_Forge 0; Protoss_Templar_Archives 6865; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3460; 
Protoss_Pylon 1150; Protoss_Opening FastDT; Protoss_Assimilator 2340; Protoss_Gateway 1915; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6940; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4480; Protoss_Forge 0; Protoss_Templar_Archives 5565; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3095; 
Protoss_Pylon 1140; Protoss_Opening Unknown; Protoss_Assimilator 4660; Protoss_Gateway 1915; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5300; 
Protoss_Pylon 1170; Protoss_Opening FastDT; Protoss_Assimilator 2500; Protoss_Gateway 1960; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5880; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5235; Protoss_Forge 0; Protoss_Templar_Archives 6565; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4185; 
Protoss_Pylon 1145; Protoss_Opening FastExpand; Protoss_Assimilator 2285; Protoss_Gateway 1870; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7935; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15320; Protoss_Forge 24710; Protoss_Templar_Archives 20710; Protoss_Photon_Cannon 25935; Protoss_Cybernetics_Core 3805; 
Protoss_Pylon 1255; Protoss_Opening ReaverDrop; Protoss_Assimilator 2595; Protoss_Gateway 2040; Protoss_Robotics_Support_Bay 6280; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4790; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15705; Protoss_Forge 18270; Protoss_Templar_Archives 17055; Protoss_Photon_Cannon 19435; Protoss_Cybernetics_Core 3140; 
Protoss_Pylon 1285; Protoss_Opening FastObs; Protoss_Assimilator 2585; Protoss_Gateway 2020; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4760; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10210; Protoss_Forge 17260; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 18350; Protoss_Cybernetics_Core 3190; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2545; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 7520; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5350; Protoss_Fleet_Beacon 19275; Protoss_Stargate 18050; Protoss_Citadel_of_Adun 14040; Protoss_Forge 0; Protoss_Templar_Archives 16755; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4330; 
Protoss_Pylon 1180; Protoss_Opening ReaverDrop; Protoss_Assimilator 2460; Protoss_Gateway 2046; Protoss_Robotics_Support_Bay 6506; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4968; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12388; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3120; 
Protoss_Pylon 1624; Protoss_Opening FastDT; Protoss_Assimilator 9612; Protoss_Gateway 2240; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 16162; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11892; Protoss_Forge 4832; Protoss_Templar_Archives 13034; Protoss_Photon_Cannon 5732; Protoss_Cybernetics_Core 10310; 
Protoss_Pylon 1518; Protoss_Opening FastExpand; Protoss_Assimilator 6904; Protoss_Gateway 2390; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11848; Protoss_Forge 5054; Protoss_Templar_Archives 12948; Protoss_Photon_Cannon 5766; Protoss_Cybernetics_Core 8172; 
Protoss_Pylon 1232; Protoss_Opening FastExpand; Protoss_Assimilator 4320; Protoss_Gateway 2078; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8026; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13828; Protoss_Forge 18852; Protoss_Templar_Archives 15334; Protoss_Photon_Cannon 20374; Protoss_Cybernetics_Core 4666; 
Protoss_Pylon 1242; Protoss_Opening FastExpand; Protoss_Assimilator 2422; Protoss_Gateway 1930; Protoss_Robotics_Support_Bay 10828; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9354; Protoss_Fleet_Beacon 19262; Protoss_Stargate 17906; Protoss_Citadel_of_Adun 13492; Protoss_Forge 14046; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 18066; Protoss_Cybernetics_Core 2952; 
Protoss_Pylon 1246; Protoss_Opening FastObs; Protoss_Assimilator 2576; Protoss_Gateway 2024; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5760; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3254; 
Protoss_Pylon 1298; Protoss_Opening FastExpand; Protoss_Assimilator 2508; Protoss_Gateway 1842; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8142; Protoss_Fleet_Beacon 0; Protoss_Stargate 13604; Protoss_Citadel_of_Adun 10600; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3062; 
Protoss_Pylon 1164; Protoss_Opening FastExpand; Protoss_Assimilator 2448; Protoss_Gateway 2100; Protoss_Robotics_Support_Bay 11230; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9038; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13808; Protoss_Forge 13144; Protoss_Templar_Archives 14974; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3250; 
Protoss_Pylon 1150; Protoss_Opening FastDT; Protoss_Assimilator 2408; Protoss_Gateway 2128; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6048; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4158; Protoss_Forge 19840; Protoss_Templar_Archives 5274; Protoss_Photon_Cannon 20554; Protoss_Cybernetics_Core 3146; 
Protoss_Pylon 1200; Protoss_Opening FastExpand; Protoss_Assimilator 2452; Protoss_Gateway 2104; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8712; Protoss_Fleet_Beacon 21446; Protoss_Stargate 19774; Protoss_Citadel_of_Adun 13642; Protoss_Forge 16942; Protoss_Templar_Archives 14758; Protoss_Photon_Cannon 20678; Protoss_Cybernetics_Core 3142; 
Protoss_Pylon 1190; Protoss_Opening FastDT; Protoss_Assimilator 2465; Protoss_Gateway 1935; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7555; Protoss_Forge 0; Protoss_Templar_Archives 8555; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4745; 
Protoss_Pylon 1292; Protoss_Opening ReaverDrop; Protoss_Assimilator 2624; Protoss_Gateway 2054; Protoss_Robotics_Support_Bay 6260; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4814; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11774; Protoss_Forge 13170; Protoss_Templar_Archives 13044; Protoss_Photon_Cannon 13944; Protoss_Cybernetics_Core 3268; 
Protoss_Pylon 1230; Protoss_Opening FastObs; Protoss_Assimilator 2540; Protoss_Gateway 2045; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6090; Protoss_Fleet_Beacon 19735; Protoss_Stargate 17320; Protoss_Citadel_of_Adun 11210; Protoss_Forge 13010; Protoss_Templar_Archives 12260; Protoss_Photon_Cannon 16240; Protoss_Cybernetics_Core 3245; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2485; Protoss_Gateway 2075; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5945; Protoss_Fleet_Beacon 28630; Protoss_Stargate 26310; Protoss_Citadel_of_Adun 6505; Protoss_Forge 13280; Protoss_Templar_Archives 7915; Protoss_Photon_Cannon 14660; Protoss_Cybernetics_Core 3165; 
Protoss_Pylon 1305; Protoss_Opening FastExpand; Protoss_Assimilator 4635; Protoss_Gateway 1945; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 11990; Protoss_Stargate 10710; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5120; 
