Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 485; Terran_Comsat_Station 311; Terran_Barracks 83; Terran_Expansion 169; Terran_Refinery 230; Terran_Barracks2 283; Terran_Missile_Turret 431; Terran_Supply_Depot 57; Terran_Engineering_Bay 294; Terran_Science_Facility 486; Terran_Machine_Shop 417; Terran_Armory -1; Terran_Starport 418; Terran_Opening rax_fe; Terran_Academy 237; Terran_Bunker 187; Terran_Factory 357; 
Terran_Control_Tower 593; Terran_Comsat_Station 356; Terran_Barracks 56; Terran_Expansion 257; Terran_Refinery 261; Terran_Barracks2 287; Terran_Missile_Turret 484; Terran_Supply_Depot 77; Terran_Engineering_Bay 380; Terran_Science_Facility 594; Terran_Machine_Shop 626; Terran_Armory -1; Terran_Starport 530; Terran_Opening rax_fe; Terran_Academy 281; Terran_Bunker 551; Terran_Factory 467; 
Terran_Control_Tower -1; Terran_Comsat_Station 316; Terran_Barracks 52; Terran_Expansion -1; Terran_Refinery 216; Terran_Barracks2 217; Terran_Missile_Turret 478; Terran_Supply_Depot 81; Terran_Engineering_Bay 437; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 246; Terran_Bunker 183; Terran_Factory -1; 
Terran_Control_Tower 523; Terran_Comsat_Station 325; Terran_Barracks 87; Terran_Expansion 164; Terran_Refinery 229; Terran_Barracks2 211; Terran_Missile_Turret 370; Terran_Supply_Depot 54; Terran_Engineering_Bay 327; Terran_Science_Facility 524; Terran_Machine_Shop 469; Terran_Armory -1; Terran_Starport 470; Terran_Opening rax_fe; Terran_Academy 255; Terran_Bunker -1; Terran_Factory 412; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 506; Terran_Comsat_Station 324; Terran_Barracks 87; Terran_Expansion 166; Terran_Refinery 233; Terran_Barracks2 187; Terran_Missile_Turret 428; Terran_Supply_Depot 56; Terran_Engineering_Bay 289; Terran_Science_Facility 507; Terran_Machine_Shop 448; Terran_Armory -1; Terran_Starport 450; Terran_Opening rax_fe; Terran_Academy 262; Terran_Bunker 202; Terran_Factory 392; 
Terran_Control_Tower 527; Terran_Comsat_Station 315; Terran_Barracks 83; Terran_Expansion 179; Terran_Refinery 202; Terran_Barracks2 264; Terran_Missile_Turret 442; Terran_Supply_Depot 58; Terran_Engineering_Bay 298; Terran_Science_Facility 528; Terran_Machine_Shop 433; Terran_Armory -1; Terran_Starport 466; Terran_Opening rax_fe; Terran_Academy 212; Terran_Bunker 393; Terran_Factory 349; 
Terran_Control_Tower 480; Terran_Comsat_Station 329; Terran_Barracks 88; Terran_Expansion 173; Terran_Refinery 231; Terran_Barracks2 130; Terran_Missile_Turret 411; Terran_Supply_Depot 59; Terran_Engineering_Bay 286; Terran_Science_Facility 481; Terran_Machine_Shop 428; Terran_Armory -1; Terran_Starport 427; Terran_Opening rax_fe; Terran_Academy 247; Terran_Bunker 444; Terran_Factory 371; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 452; Terran_Comsat_Station 284; Terran_Barracks 81; Terran_Expansion 163; Terran_Refinery 185; Terran_Barracks2 290; Terran_Missile_Turret 463; Terran_Supply_Depot 51; Terran_Engineering_Bay 417; Terran_Science_Facility 451; Terran_Machine_Shop 391; Terran_Armory -1; Terran_Starport 397; Terran_Opening rax_fe; Terran_Academy 220; Terran_Bunker 945; Terran_Factory 332; 
Terran_Control_Tower 538; Terran_Comsat_Station 340; Terran_Barracks 86; Terran_Expansion 217; Terran_Refinery 241; Terran_Barracks2 113; Terran_Missile_Turret 446; Terran_Supply_Depot 57; Terran_Engineering_Bay 275; Terran_Science_Facility 539; Terran_Machine_Shop 476; Terran_Armory -1; Terran_Starport 486; Terran_Opening rax_fe; Terran_Academy 253; Terran_Bunker 368; Terran_Factory 420; 
Terran_Control_Tower 647; Terran_Comsat_Station 307; Terran_Barracks 89; Terran_Expansion 462; Terran_Refinery 164; Terran_Barracks2 109; Terran_Missile_Turret 436; Terran_Supply_Depot 53; Terran_Engineering_Bay 310; Terran_Science_Facility 649; Terran_Machine_Shop 526; Terran_Armory -1; Terran_Starport 579; Terran_Opening ; Terran_Academy 214; Terran_Bunker -1; Terran_Factory 331; 
Terran_Control_Tower 467; Terran_Comsat_Station 240; Terran_Barracks 82; Terran_Expansion -1; Terran_Refinery 172; Terran_Barracks2 108; Terran_Missile_Turret 406; Terran_Supply_Depot 56; Terran_Engineering_Bay 261; Terran_Science_Facility -1; Terran_Machine_Shop 394; Terran_Armory -1; Terran_Starport 418; Terran_Opening drop; Terran_Academy 165; Terran_Bunker -1; Terran_Factory 305; 
Terran_Control_Tower 497; Terran_Comsat_Station 311; Terran_Barracks 82; Terran_Expansion 188; Terran_Refinery 218; Terran_Barracks2 110; Terran_Missile_Turret 415; Terran_Supply_Depot 56; Terran_Engineering_Bay 253; Terran_Science_Facility 498; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 449; Terran_Opening rax_fe; Terran_Academy 256; Terran_Bunker 245; Terran_Factory 395; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 425; Terran_Comsat_Station 281; Terran_Barracks 86; Terran_Expansion 167; Terran_Refinery 202; Terran_Barracks2 258; Terran_Missile_Turret 372; Terran_Supply_Depot 57; Terran_Engineering_Bay 298; Terran_Science_Facility 431; Terran_Machine_Shop 377; Terran_Armory -1; Terran_Starport 378; Terran_Opening rax_fe; Terran_Academy 222; Terran_Bunker -1; Terran_Factory 322; 
Terran_Control_Tower 642; Terran_Comsat_Station 307; Terran_Barracks 58; Terran_Expansion 194; Terran_Refinery 214; Terran_Barracks2 352; Terran_Missile_Turret -1; Terran_Supply_Depot 83; Terran_Engineering_Bay 326; Terran_Science_Facility -1; Terran_Machine_Shop 365; Terran_Armory -1; Terran_Starport 523; Terran_Opening rax_fe; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 303; 
Terran_Control_Tower 532; Terran_Comsat_Station 369; Terran_Barracks 81; Terran_Expansion 232; Terran_Refinery 267; Terran_Barracks2 116; Terran_Missile_Turret 433; Terran_Supply_Depot 55; Terran_Engineering_Bay 383; Terran_Science_Facility 531; Terran_Machine_Shop 478; Terran_Armory -1; Terran_Starport 480; Terran_Opening rax_fe; Terran_Academy 277; Terran_Bunker 238; Terran_Factory 418; 
Terran_Control_Tower 767; Terran_Comsat_Station 311; Terran_Barracks 88; Terran_Expansion 173; Terran_Refinery 139; Terran_Barracks2 295; Terran_Missile_Turret 415; Terran_Supply_Depot 58; Terran_Engineering_Bay 236; Terran_Science_Facility 769; Terran_Machine_Shop 608; Terran_Armory -1; Terran_Starport 718; Terran_Opening rax_fe; Terran_Academy 224; Terran_Bunker 0; Terran_Factory 529; 
Terran_Control_Tower 483; Terran_Comsat_Station 307; Terran_Barracks 87; Terran_Expansion 168; Terran_Refinery 197; Terran_Barracks2 247; Terran_Missile_Turret 393; Terran_Supply_Depot 56; Terran_Engineering_Bay 278; Terran_Science_Facility 482; Terran_Machine_Shop 383; Terran_Armory -1; Terran_Starport 427; Terran_Opening rax_fe; Terran_Academy 221; Terran_Bunker 539; Terran_Factory 321; 
Terran_Control_Tower 544; Terran_Comsat_Station 341; Terran_Barracks 83; Terran_Expansion 236; Terran_Refinery 238; Terran_Barracks2 117; Terran_Missile_Turret 390; Terran_Supply_Depot 60; Terran_Engineering_Bay 331; Terran_Science_Facility 545; Terran_Machine_Shop 499; Terran_Armory -1; Terran_Starport 498; Terran_Opening rax_fe; Terran_Academy 260; Terran_Bunker 471; Terran_Factory 443; 
Terran_Control_Tower 510; Terran_Comsat_Station 261; Terran_Barracks 93; Terran_Expansion 257; Terran_Refinery 107; Terran_Barracks2 271; Terran_Missile_Turret 433; Terran_Supply_Depot 58; Terran_Engineering_Bay 385; Terran_Science_Facility 476; Terran_Machine_Shop 523; Terran_Armory -1; Terran_Starport 423; Terran_Opening bio; Terran_Academy 151; Terran_Bunker 416; Terran_Factory 340; 
Terran_Control_Tower 476; Terran_Comsat_Station 304; Terran_Barracks 86; Terran_Expansion 162; Terran_Refinery 215; Terran_Barracks2 202; Terran_Missile_Turret 446; Terran_Supply_Depot 57; Terran_Engineering_Bay 285; Terran_Science_Facility 475; Terran_Machine_Shop 396; Terran_Armory -1; Terran_Starport 425; Terran_Opening rax_fe; Terran_Academy 236; Terran_Bunker 181; Terran_Factory 326; 
Terran_Control_Tower -1; Terran_Comsat_Station 428; Terran_Barracks 58; Terran_Expansion 424; Terran_Refinery 284; Terran_Barracks2 310; Terran_Missile_Turret 515; Terran_Supply_Depot 79; Terran_Engineering_Bay 443; Terran_Science_Facility -1; Terran_Machine_Shop 593; Terran_Armory -1; Terran_Starport 666; Terran_Opening bio; Terran_Academy 319; Terran_Bunker 184; Terran_Factory 528; 
Terran_Control_Tower 451; Terran_Comsat_Station 349; Terran_Barracks 89; Terran_Expansion 217; Terran_Refinery 236; Terran_Barracks2 137; Terran_Missile_Turret 462; Terran_Supply_Depot 59; Terran_Engineering_Bay 398; Terran_Science_Facility 451; Terran_Machine_Shop 394; Terran_Armory -1; Terran_Starport 393; Terran_Opening rax_fe; Terran_Academy 252; Terran_Bunker 539; Terran_Factory 323; 
Terran_Control_Tower 497; Terran_Comsat_Station 329; Terran_Barracks 59; Terran_Expansion 186; Terran_Refinery 255; Terran_Barracks2 170; Terran_Missile_Turret 577; Terran_Supply_Depot 80; Terran_Engineering_Bay 407; Terran_Science_Facility 498; Terran_Machine_Shop 459; Terran_Armory -1; Terran_Starport 445; Terran_Opening rax_fe; Terran_Academy 262; Terran_Bunker 164; Terran_Factory 313; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 522; Terran_Comsat_Station 300; Terran_Barracks 96; Terran_Expansion 169; Terran_Refinery 199; Terran_Barracks2 307; Terran_Missile_Turret 431; Terran_Supply_Depot 59; Terran_Engineering_Bay 276; Terran_Science_Facility 523; Terran_Machine_Shop 438; Terran_Armory -1; Terran_Starport 439; Terran_Opening rax_fe; Terran_Academy 231; Terran_Bunker 405; Terran_Factory 385; 
Terran_Control_Tower 263; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 103; Terran_Barracks2 246; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 352; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 210; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 528; Terran_Comsat_Station 325; Terran_Barracks 92; Terran_Expansion 329; Terran_Refinery 179; Terran_Barracks2 114; Terran_Missile_Turret 386; Terran_Supply_Depot 59; Terran_Engineering_Bay 344; Terran_Science_Facility 529; Terran_Machine_Shop 477; Terran_Armory -1; Terran_Starport 479; Terran_Opening drop; Terran_Academy 173; Terran_Bunker -1; Terran_Factory 410; 
Terran_Control_Tower 574; Terran_Comsat_Station 336; Terran_Barracks 88; Terran_Expansion 229; Terran_Refinery 204; Terran_Barracks2 133; Terran_Missile_Turret 411; Terran_Supply_Depot 59; Terran_Engineering_Bay 319; Terran_Science_Facility 573; Terran_Machine_Shop 510; Terran_Armory -1; Terran_Starport 521; Terran_Opening rax_fe; Terran_Academy 263; Terran_Bunker 526; Terran_Factory 435; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 466; Terran_Comsat_Station 304; Terran_Barracks 87; Terran_Expansion 157; Terran_Refinery 202; Terran_Barracks2 253; Terran_Missile_Turret 385; Terran_Supply_Depot 57; Terran_Engineering_Bay 260; Terran_Science_Facility 479; Terran_Machine_Shop 411; Terran_Armory -1; Terran_Starport 419; Terran_Opening rax_fe; Terran_Academy 218; Terran_Bunker 986; Terran_Factory 357; 
Terran_Control_Tower 478; Terran_Comsat_Station 294; Terran_Barracks 101; Terran_Expansion 165; Terran_Refinery 215; Terran_Barracks2 296; Terran_Missile_Turret 404; Terran_Supply_Depot 59; Terran_Engineering_Bay 292; Terran_Science_Facility 477; Terran_Machine_Shop 424; Terran_Armory -1; Terran_Starport 425; Terran_Opening rax_fe; Terran_Academy 228; Terran_Bunker 622; Terran_Factory 370; 
Terran_Control_Tower 508; Terran_Comsat_Station 309; Terran_Barracks 87; Terran_Expansion 144; Terran_Refinery 198; Terran_Barracks2 178; Terran_Missile_Turret 381; Terran_Supply_Depot 57; Terran_Engineering_Bay 302; Terran_Science_Facility 510; Terran_Machine_Shop 428; Terran_Armory -1; Terran_Starport 429; Terran_Opening rax_fe; Terran_Academy 216; Terran_Bunker -1; Terran_Factory 372; 
Terran_Control_Tower 584; Terran_Comsat_Station 427; Terran_Barracks 86; Terran_Expansion 257; Terran_Refinery 282; Terran_Barracks2 343; Terran_Missile_Turret 500; Terran_Supply_Depot 58; Terran_Engineering_Bay 287; Terran_Science_Facility 584; Terran_Machine_Shop 525; Terran_Armory -1; Terran_Starport 524; Terran_Opening bio; Terran_Academy 297; Terran_Bunker 470; Terran_Factory 465; 
Terran_Control_Tower -1; Terran_Comsat_Station 356; Terran_Barracks 91; Terran_Expansion 240; Terran_Refinery 276; Terran_Barracks2 305; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 298; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 274; Terran_Bunker 189; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 129; Terran_Expansion 121; Terran_Refinery -1; Terran_Barracks2 152; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 354; Terran_Barracks 84; Terran_Expansion 203; Terran_Refinery 212; Terran_Barracks2 294; Terran_Missile_Turret 359; Terran_Supply_Depot 61; Terran_Engineering_Bay 309; Terran_Science_Facility -1; Terran_Machine_Shop 500; Terran_Armory -1; Terran_Starport 547; Terran_Opening rax_fe; Terran_Academy 228; Terran_Bunker 138; Terran_Factory 439; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 679; Terran_Comsat_Station 369; Terran_Barracks 80; Terran_Expansion 256; Terran_Refinery 295; Terran_Barracks2 126; Terran_Missile_Turret 516; Terran_Supply_Depot 58; Terran_Engineering_Bay 343; Terran_Science_Facility 678; Terran_Machine_Shop 602; Terran_Armory -1; Terran_Starport 612; Terran_Opening bio; Terran_Academy 304; Terran_Bunker 267; Terran_Factory 545; 
