Terran_Control_Tower 254; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 339; Terran_Refinery 102; Terran_Barracks2 639; Terran_Missile_Turret 461; Terran_Supply_Depot 57; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 320; Terran_Armory 214; Terran_Starport 207; Terran_Opening unknown; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 268; Terran_Comsat_Station 399; Terran_Barracks 95; Terran_Expansion 466; Terran_Refinery 98; Terran_Barracks2 -1; Terran_Missile_Turret 508; Terran_Supply_Depot 52; Terran_Engineering_Bay 429; Terran_Science_Facility -1; Terran_Machine_Shop 379; Terran_Armory 598; Terran_Starport 215; Terran_Opening air; Terran_Academy 346; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 82; Terran_Expansion 264; Terran_Refinery 102; Terran_Barracks2 206; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 296; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 307; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion 312; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory 259; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 403; Terran_Barracks 135; Terran_Expansion 129; Terran_Refinery 151; Terran_Barracks2 567; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 569; Terran_Science_Facility -1; Terran_Machine_Shop 287; Terran_Armory 291; Terran_Starport 657; Terran_Opening two_facto; Terran_Academy 339; Terran_Bunker 188; Terran_Factory 205; 
Terran_Control_Tower 320; Terran_Comsat_Station 619; Terran_Barracks 99; Terran_Expansion 296; Terran_Refinery 102; Terran_Barracks2 305; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 505; Terran_Science_Facility -1; Terran_Machine_Shop 307; Terran_Armory 482; Terran_Starport 224; Terran_Opening air; Terran_Academy 483; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 734; Terran_Comsat_Station 553; Terran_Barracks 87; Terran_Expansion 329; Terran_Refinery 102; Terran_Barracks2 559; Terran_Missile_Turret 518; Terran_Supply_Depot 55; Terran_Engineering_Bay 475; Terran_Science_Facility 1042; Terran_Machine_Shop 354; Terran_Armory 384; Terran_Starport 675; Terran_Opening ; Terran_Academy 489; Terran_Bunker -1; Terran_Factory 252; 
Terran_Control_Tower 439; Terran_Comsat_Station 695; Terran_Barracks 64; Terran_Expansion 308; Terran_Refinery 171; Terran_Barracks2 517; Terran_Missile_Turret 991; Terran_Supply_Depot 82; Terran_Engineering_Bay 922; Terran_Science_Facility 0; Terran_Machine_Shop 532; Terran_Armory 592; Terran_Starport 346; Terran_Opening vultures; Terran_Academy 621; Terran_Bunker 183; Terran_Factory 237; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 342; Terran_Refinery 99; Terran_Barracks2 674; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 752; Terran_Armory 486; Terran_Starport 673; Terran_Opening ; Terran_Academy -1; Terran_Bunker 158; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 64; Terran_Expansion 472; Terran_Refinery 275; Terran_Barracks2 446; Terran_Missile_Turret -1; Terran_Supply_Depot 94; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 663; Terran_Armory 620; Terran_Starport -1; Terran_Opening ; Terran_Academy 904; Terran_Bunker 188; Terran_Factory 434; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 342; Terran_Refinery 99; Terran_Barracks2 674; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 752; Terran_Armory 486; Terran_Starport 673; Terran_Opening ; Terran_Academy -1; Terran_Bunker 158; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 64; Terran_Expansion 472; Terran_Refinery 275; Terran_Barracks2 446; Terran_Missile_Turret -1; Terran_Supply_Depot 94; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 663; Terran_Armory 620; Terran_Starport -1; Terran_Opening ; Terran_Academy 904; Terran_Bunker 188; Terran_Factory 434; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 47; Terran_Expansion -1; Terran_Refinery 125; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 81; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 255; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 198; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion -1; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 385; Terran_Comsat_Station 476; Terran_Barracks 85; Terran_Expansion 236; Terran_Refinery 104; Terran_Barracks2 361; Terran_Missile_Turret 714; Terran_Supply_Depot 58; Terran_Engineering_Bay 646; Terran_Science_Facility 0; Terran_Machine_Shop 240; Terran_Armory 269; Terran_Starport 324; Terran_Opening vultures; Terran_Academy 286; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 719; Terran_Comsat_Station 833; Terran_Barracks 97; Terran_Expansion 286; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret 706; Terran_Supply_Depot 56; Terran_Engineering_Bay 645; Terran_Science_Facility 970; Terran_Machine_Shop 227; Terran_Armory 217; Terran_Starport 638; Terran_Opening two_facto; Terran_Academy 488; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 364; Terran_Comsat_Station 562; Terran_Barracks 93; Terran_Expansion 355; Terran_Refinery 102; Terran_Barracks2 766; Terran_Missile_Turret 672; Terran_Supply_Depot 59; Terran_Engineering_Bay 624; Terran_Science_Facility 754; Terran_Machine_Shop 375; Terran_Armory 551; Terran_Starport 278; Terran_Opening ; Terran_Academy 501; Terran_Bunker 150; Terran_Factory 222; 
Terran_Control_Tower 522; Terran_Comsat_Station 574; Terran_Barracks 78; Terran_Expansion 288; Terran_Refinery 187; Terran_Barracks2 424; Terran_Missile_Turret 369; Terran_Supply_Depot 107; Terran_Engineering_Bay 322; Terran_Science_Facility 657; Terran_Machine_Shop 300; Terran_Armory 301; Terran_Starport 469; Terran_Opening ; Terran_Academy 484; Terran_Bunker -1; Terran_Factory 247; 
Terran_Control_Tower 309; Terran_Comsat_Station 341; Terran_Barracks 98; Terran_Expansion 388; Terran_Refinery 102; Terran_Barracks2 355; Terran_Missile_Turret 345; Terran_Supply_Depot 56; Terran_Engineering_Bay 303; Terran_Science_Facility 0; Terran_Machine_Shop 209; Terran_Armory 553; Terran_Starport 214; Terran_Opening air; Terran_Academy 281; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 248; Terran_Comsat_Station 418; Terran_Barracks 87; Terran_Expansion 328; Terran_Refinery 98; Terran_Barracks2 323; Terran_Missile_Turret 508; Terran_Supply_Depot 58; Terran_Engineering_Bay 425; Terran_Science_Facility 915; Terran_Machine_Shop 219; Terran_Armory 673; Terran_Starport 202; Terran_Opening air; Terran_Academy 359; Terran_Bunker -1; Terran_Factory 147; 
Terran_Control_Tower 403; Terran_Comsat_Station 505; Terran_Barracks 99; Terran_Expansion 242; Terran_Refinery 98; Terran_Barracks2 601; Terran_Missile_Turret 624; Terran_Supply_Depot 55; Terran_Engineering_Bay 579; Terran_Science_Facility 697; Terran_Machine_Shop 247; Terran_Armory 301; Terran_Starport 332; Terran_Opening ; Terran_Academy 370; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 513; Terran_Comsat_Station 566; Terran_Barracks 85; Terran_Expansion 445; Terran_Refinery 96; Terran_Barracks2 341; Terran_Missile_Turret 553; Terran_Supply_Depot 56; Terran_Engineering_Bay 512; Terran_Science_Facility 1001; Terran_Machine_Shop 304; Terran_Armory 700; Terran_Starport 216; Terran_Opening air; Terran_Academy 511; Terran_Bunker 311; Terran_Factory 145; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 358; Terran_Refinery 100; Terran_Barracks2 318; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 327; Terran_Starport -1; Terran_Opening ; Terran_Academy 426; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 383; Terran_Comsat_Station -1; Terran_Barracks 60; Terran_Expansion 412; Terran_Refinery 127; Terran_Barracks2 430; Terran_Missile_Turret -1; Terran_Supply_Depot 80; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 390; Terran_Armory -1; Terran_Starport 257; Terran_Opening ; Terran_Academy -1; Terran_Bunker 167; Terran_Factory 199; 
Terran_Control_Tower 545; Terran_Comsat_Station 378; Terran_Barracks 100; Terran_Expansion 267; Terran_Refinery 103; Terran_Barracks2 570; Terran_Missile_Turret 724; Terran_Supply_Depot 58; Terran_Engineering_Bay 579; Terran_Science_Facility 862; Terran_Machine_Shop 228; Terran_Armory 309; Terran_Starport 488; Terran_Opening ; Terran_Academy 323; Terran_Bunker 288; Terran_Factory 154; 
Terran_Control_Tower 263; Terran_Comsat_Station 563; Terran_Barracks 104; Terran_Expansion 272; Terran_Refinery 104; Terran_Barracks2 618; Terran_Missile_Turret 711; Terran_Supply_Depot 58; Terran_Engineering_Bay 611; Terran_Science_Facility 904; Terran_Machine_Shop 209; Terran_Armory 394; Terran_Starport 214; Terran_Opening air; Terran_Academy 506; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 366; Terran_Comsat_Station 491; Terran_Barracks 84; Terran_Expansion 446; Terran_Refinery 110; Terran_Barracks2 525; Terran_Missile_Turret 625; Terran_Supply_Depot 56; Terran_Engineering_Bay 582; Terran_Science_Facility 1000; Terran_Machine_Shop 408; Terran_Armory 260; Terran_Starport 308; Terran_Opening two_facto; Terran_Academy 402; Terran_Bunker 192; Terran_Factory 168; 
Terran_Control_Tower 436; Terran_Comsat_Station 504; Terran_Barracks 77; Terran_Expansion 502; Terran_Refinery 260; Terran_Barracks2 449; Terran_Missile_Turret 1058; Terran_Supply_Depot 98; Terran_Engineering_Bay 895; Terran_Science_Facility -1; Terran_Machine_Shop 386; Terran_Armory 379; Terran_Starport 384; Terran_Opening ; Terran_Academy 405; Terran_Bunker 225; Terran_Factory 324; 
Terran_Control_Tower 476; Terran_Comsat_Station -1; Terran_Barracks 58; Terran_Expansion 380; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 77; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 323; Terran_Starport 426; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 175; 
Terran_Control_Tower 473; Terran_Comsat_Station 459; Terran_Barracks 88; Terran_Expansion 316; Terran_Refinery 104; Terran_Barracks2 532; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory 392; Terran_Starport 417; Terran_Opening ; Terran_Academy 394; Terran_Bunker 292; Terran_Factory 177; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 451; Terran_Comsat_Station 364; Terran_Barracks 102; Terran_Expansion 236; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 602; Terran_Supply_Depot 57; Terran_Engineering_Bay 341; Terran_Science_Facility 526; Terran_Machine_Shop 228; Terran_Armory 292; Terran_Starport 402; Terran_Opening ; Terran_Academy 296; Terran_Bunker 284; Terran_Factory 154; 
Terran_Control_Tower 459; Terran_Comsat_Station 504; Terran_Barracks 87; Terran_Expansion 212; Terran_Refinery 102; Terran_Barracks2 993; Terran_Missile_Turret 592; Terran_Supply_Depot 58; Terran_Engineering_Bay 479; Terran_Science_Facility 696; Terran_Machine_Shop 218; Terran_Armory 283; Terran_Starport 400; Terran_Opening two_facto; Terran_Academy 448; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 489; Terran_Comsat_Station 550; Terran_Barracks 100; Terran_Expansion 365; Terran_Refinery 83; Terran_Barracks2 672; Terran_Missile_Turret 329; Terran_Supply_Depot 58; Terran_Engineering_Bay 286; Terran_Science_Facility 0; Terran_Machine_Shop 214; Terran_Armory 475; Terran_Starport 379; Terran_Opening vultures; Terran_Academy 477; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 343; Terran_Comsat_Station 392; Terran_Barracks 88; Terran_Expansion 246; Terran_Refinery 104; Terran_Barracks2 520; Terran_Missile_Turret 499; Terran_Supply_Depot 56; Terran_Engineering_Bay 396; Terran_Science_Facility 0; Terran_Machine_Shop 209; Terran_Armory 475; Terran_Starport 287; Terran_Opening ; Terran_Academy 337; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 431; Terran_Comsat_Station 472; Terran_Barracks 85; Terran_Expansion 406; Terran_Refinery 103; Terran_Barracks2 375; Terran_Missile_Turret 546; Terran_Supply_Depot 58; Terran_Engineering_Bay 463; Terran_Science_Facility 0; Terran_Machine_Shop 238; Terran_Armory 228; Terran_Starport 358; Terran_Opening two_facto; Terran_Academy 414; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 306; Terran_Comsat_Station 612; Terran_Barracks 84; Terran_Expansion 400; Terran_Refinery 100; Terran_Barracks2 650; Terran_Missile_Turret 735; Terran_Supply_Depot 58; Terran_Engineering_Bay 692; Terran_Science_Facility -1; Terran_Machine_Shop 403; Terran_Armory 211; Terran_Starport 255; Terran_Opening two_facto; Terran_Academy 505; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 522; Terran_Comsat_Station 626; Terran_Barracks 85; Terran_Expansion 375; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 331; Terran_Supply_Depot 58; Terran_Engineering_Bay 291; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 263; Terran_Starport 391; Terran_Opening two_facto; Terran_Academy 562; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 299; Terran_Comsat_Station 519; Terran_Barracks 85; Terran_Expansion 301; Terran_Refinery 102; Terran_Barracks2 701; Terran_Missile_Turret 572; Terran_Supply_Depot 59; Terran_Engineering_Bay 507; Terran_Science_Facility -1; Terran_Machine_Shop 245; Terran_Armory 262; Terran_Starport 213; Terran_Opening air; Terran_Academy 462; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 340; Terran_Comsat_Station 674; Terran_Barracks 89; Terran_Expansion 447; Terran_Refinery 107; Terran_Barracks2 404; Terran_Missile_Turret 530; Terran_Supply_Depot 58; Terran_Engineering_Bay 483; Terran_Science_Facility 1063; Terran_Machine_Shop 261; Terran_Armory 244; Terran_Starport 287; Terran_Opening two_facto; Terran_Academy 603; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 609; Terran_Comsat_Station 527; Terran_Barracks 83; Terran_Expansion 352; Terran_Refinery 104; Terran_Barracks2 244; Terran_Missile_Turret 342; Terran_Supply_Depot 58; Terran_Engineering_Bay 301; Terran_Science_Facility 0; Terran_Machine_Shop 269; Terran_Armory 249; Terran_Starport 549; Terran_Opening two_facto; Terran_Academy 472; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 336; Terran_Comsat_Station 408; Terran_Barracks 91; Terran_Expansion 441; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret 737; Terran_Supply_Depot 59; Terran_Engineering_Bay 647; Terran_Science_Facility -1; Terran_Machine_Shop 376; Terran_Armory 257; Terran_Starport 288; Terran_Opening vultures; Terran_Academy 356; Terran_Bunker -1; Terran_Factory 169; 
Terran_Control_Tower 350; Terran_Comsat_Station 547; Terran_Barracks 86; Terran_Expansion 437; Terran_Refinery 100; Terran_Barracks2 885; Terran_Missile_Turret 400; Terran_Supply_Depot 58; Terran_Engineering_Bay 356; Terran_Science_Facility 0; Terran_Machine_Shop 232; Terran_Armory 597; Terran_Starport 275; Terran_Opening two_facto; Terran_Academy 482; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 808; Terran_Comsat_Station 639; Terran_Barracks 90; Terran_Expansion 495; Terran_Refinery 105; Terran_Barracks2 426; Terran_Missile_Turret 654; Terran_Supply_Depot 53; Terran_Engineering_Bay 568; Terran_Science_Facility -1; Terran_Machine_Shop 340; Terran_Armory 231; Terran_Starport 703; Terran_Opening two_facto; Terran_Academy 491; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 783; Terran_Comsat_Station 623; Terran_Barracks 81; Terran_Expansion 405; Terran_Refinery 100; Terran_Barracks2 280; Terran_Missile_Turret 572; Terran_Supply_Depot 58; Terran_Engineering_Bay 498; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 296; Terran_Starport 597; Terran_Opening two_facto; Terran_Academy 542; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 108; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 190; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 93; Terran_Expansion -1; Terran_Refinery 106; Terran_Barracks2 165; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 332; Terran_Comsat_Station -1; Terran_Barracks 84; Terran_Expansion 433; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 249; Terran_Starport 283; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion -1; Terran_Refinery 118; Terran_Barracks2 295; Terran_Missile_Turret 384; Terran_Supply_Depot 59; Terran_Engineering_Bay 325; Terran_Science_Facility -1; Terran_Machine_Shop 307; Terran_Armory 306; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 189; 
Terran_Control_Tower 311; Terran_Comsat_Station 805; Terran_Barracks 93; Terran_Expansion 376; Terran_Refinery 110; Terran_Barracks2 147; Terran_Missile_Turret 582; Terran_Supply_Depot 65; Terran_Engineering_Bay 488; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory 219; Terran_Starport 256; Terran_Opening two_facto; Terran_Academy 556; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 760; Terran_Comsat_Station 375; Terran_Barracks 86; Terran_Expansion 299; Terran_Refinery 107; Terran_Barracks2 352; Terran_Missile_Turret 686; Terran_Supply_Depot 58; Terran_Engineering_Bay 569; Terran_Science_Facility -1; Terran_Machine_Shop 340; Terran_Armory 230; Terran_Starport 596; Terran_Opening two_facto; Terran_Academy 321; Terran_Bunker -1; Terran_Factory 172; 
