Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 402; Protoss_Arbiter_Tribunal 771; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 694; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 235; Protoss_Forge 721; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 414; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 241; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 143; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 317; Protoss_Arbiter_Tribunal 801; Protoss_Robotics_Facility 603; Protoss_Fleet_Beacon 0; Protoss_Stargate 740; Protoss_Citadel_of_Adun 470; Protoss_Gateway2 187; Protoss_Forge 542; Protoss_Templar_Archives 635; Protoss_Photon_Cannon 585; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 139; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 96; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 298; Protoss_Expansion 364; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 186; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 518; Protoss_Gateway2 401; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 131; Protoss_Pylon 50; Protoss_Opening reaver_drop; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 261; Protoss_Expansion 361; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 187; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 313; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 419; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 192; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 175; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 321; Protoss_Arbiter_Tribunal 653; Protoss_Robotics_Facility 865; Protoss_Fleet_Beacon 404; Protoss_Stargate 339; Protoss_Citadel_of_Adun 500; Protoss_Gateway2 141; Protoss_Forge 768; Protoss_Templar_Archives 548; Protoss_Photon_Cannon 808; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 139; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 251; Protoss_Arbiter_Tribunal 716; Protoss_Robotics_Facility 284; Protoss_Fleet_Beacon 0; Protoss_Stargate 626; Protoss_Citadel_of_Adun 541; Protoss_Gateway2 333; Protoss_Forge 710; Protoss_Templar_Archives 627; Protoss_Photon_Cannon 746; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 0; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 141; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 327; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 192; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 289; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 316; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 410; Protoss_Gateway2 191; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 287; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 357; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 465; Protoss_Gateway2 194; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 138; Protoss_Pylon 46; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 301; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 438; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 190; Protoss_Forge 602; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 142; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 281; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 189; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 138; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 284; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 335; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 422; Protoss_Gateway2 196; Protoss_Forge 788; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 876; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 0; Protoss_Pylon 47; Protoss_Opening ; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 133; Protoss_Pylon 46; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 259; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 372; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 413; Protoss_Gateway2 185; Protoss_Forge 631; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 662; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 136; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 281; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 308; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 190; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 141; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 418; Protoss_Expansion 240; Protoss_Arbiter_Tribunal 957; Protoss_Robotics_Facility 351; Protoss_Fleet_Beacon 0; Protoss_Stargate 904; Protoss_Citadel_of_Adun 510; Protoss_Gateway2 263; Protoss_Forge 585; Protoss_Templar_Archives 869; Protoss_Photon_Cannon 626; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 150; Protoss_Pylon 49; Protoss_Opening fast_dt; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 409; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 198; Protoss_Gateway2 229; Protoss_Forge 0; Protoss_Templar_Archives 239; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 150; Protoss_Pylon 47; Protoss_Opening ; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 414; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 241; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 127; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 103; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 499; Protoss_Expansion 362; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 423; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 203; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 165; 
Protoss_Pylon2 141; Protoss_Pylon 50; Protoss_Opening two_gates; Protoss_Assimilator 86; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 437; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 487; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 330; Protoss_Gateway2 116; Protoss_Forge 0; Protoss_Templar_Archives 375; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 205; 
Protoss_Pylon2 139; Protoss_Pylon 47; Protoss_Opening fast_dt; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 350; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 370; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 218; Protoss_Gateway2 237; Protoss_Forge 0; Protoss_Templar_Archives 260; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 318; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 191; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 127; Protoss_Pylon 50; Protoss_Opening two_gates; Protoss_Assimilator 136; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 300; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 385; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 101; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 158; 
Protoss_Pylon2 141; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 418; Protoss_Expansion 240; Protoss_Arbiter_Tribunal 957; Protoss_Robotics_Facility 351; Protoss_Fleet_Beacon 0; Protoss_Stargate 904; Protoss_Citadel_of_Adun 510; Protoss_Gateway2 263; Protoss_Forge 585; Protoss_Templar_Archives 869; Protoss_Photon_Cannon 626; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 414; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 232; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 241; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 154; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 102; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 379; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 197; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 294; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 151; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 420; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 434; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 245; Protoss_Gateway2 273; Protoss_Forge 0; Protoss_Templar_Archives 290; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 142; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 227; Protoss_Gateway2 247; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 138; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 313; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 370; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 464; Protoss_Gateway2 182; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 393; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 230; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 427; Protoss_Gateway2 186; Protoss_Forge 543; Protoss_Templar_Archives 476; Protoss_Photon_Cannon 641; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 185; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 375; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 271; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 447; Protoss_Gateway2 150; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 393; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 230; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 427; Protoss_Gateway2 186; Protoss_Forge 543; Protoss_Templar_Archives 476; Protoss_Photon_Cannon 641; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 140; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 334; Protoss_Arbiter_Tribunal 782; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 715; Protoss_Citadel_of_Adun 436; Protoss_Gateway2 251; Protoss_Forge 623; Protoss_Templar_Archives 691; Protoss_Photon_Cannon 764; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 151; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 301; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 327; Protoss_Fleet_Beacon 773; Protoss_Stargate 717; Protoss_Citadel_of_Adun 397; Protoss_Gateway2 196; Protoss_Forge 680; Protoss_Templar_Archives 450; Protoss_Photon_Cannon 709; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 169; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 340; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 453; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 239; Protoss_Gateway2 142; Protoss_Forge 0; Protoss_Templar_Archives 281; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 139; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 235; Protoss_Arbiter_Tribunal 765; Protoss_Robotics_Facility 263; Protoss_Fleet_Beacon 0; Protoss_Stargate 677; Protoss_Citadel_of_Adun 410; Protoss_Gateway2 338; Protoss_Forge 532; Protoss_Templar_Archives 594; Protoss_Photon_Cannon 572; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 137; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 670; Protoss_Expansion 283; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 297; Protoss_Fleet_Beacon 0; Protoss_Stargate 1037; Protoss_Citadel_of_Adun 869; Protoss_Gateway2 188; Protoss_Forge 758; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 796; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 134; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 326; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 428; Protoss_Fleet_Beacon 707; Protoss_Stargate 656; Protoss_Citadel_of_Adun 217; Protoss_Gateway2 252; Protoss_Forge 747; Protoss_Templar_Archives 258; Protoss_Photon_Cannon 808; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 281; Protoss_Expansion 327; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 594; Protoss_Gateway2 355; Protoss_Forge 637; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 738; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 163; Protoss_Pylon 50; Protoss_Opening ; Protoss_Assimilator 103; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 366; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 187; Protoss_Fleet_Beacon 883; Protoss_Stargate 792; Protoss_Citadel_of_Adun 497; Protoss_Gateway2 375; Protoss_Forge 602; Protoss_Templar_Archives 746; Protoss_Photon_Cannon 673; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 158; Protoss_Pylon 65; Protoss_Opening fast_dt; Protoss_Assimilator 105; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 420; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 186; Protoss_Fleet_Beacon 996; Protoss_Stargate 920; Protoss_Citadel_of_Adun 326; Protoss_Gateway2 343; Protoss_Forge 430; Protoss_Templar_Archives 373; Protoss_Photon_Cannon 489; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 150; Protoss_Pylon 50; Protoss_Opening speedzeal; Protoss_Assimilator 103; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 312; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 1006; Protoss_Stargate 930; Protoss_Citadel_of_Adun 397; Protoss_Gateway2 240; Protoss_Forge 394; Protoss_Templar_Archives 446; Protoss_Photon_Cannon 600; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 158; Protoss_Pylon 51; Protoss_Opening ; Protoss_Assimilator 106; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 346; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 230; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 511; Protoss_Gateway2 268; Protoss_Forge 0; Protoss_Templar_Archives 555; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 151; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 107; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 377; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 327; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 436; Protoss_Gateway2 264; Protoss_Forge 607; Protoss_Templar_Archives 481; Protoss_Photon_Cannon 639; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 152; Protoss_Pylon 50; Protoss_Opening templar; Protoss_Assimilator 106; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 398; Protoss_Expansion 391; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 205; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 444; Protoss_Gateway2 278; Protoss_Forge 718; Protoss_Templar_Archives 505; Protoss_Photon_Cannon 759; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 149; Protoss_Pylon 52; Protoss_Opening speedzeal; Protoss_Assimilator 102; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 365; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 201; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 486; Protoss_Gateway2 217; Protoss_Forge 705; Protoss_Templar_Archives 655; Protoss_Photon_Cannon 770; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 151; Protoss_Pylon 54; Protoss_Opening nony; Protoss_Assimilator 105; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 360; Protoss_Expansion 541; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 288; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 684; Protoss_Gateway2 249; Protoss_Forge 607; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 661; Protoss_Cybernetics_Core 130; 
