Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 15408; Terran_Comsat_Station 7370; Terran_Barracks 1392; Terran_Expansion 4662; Terran_Refinery 5144; Terran_Barracks2 8468; Terran_Missile_Turret 0; Terran_Supply_Depot 2012; Terran_Engineering_Bay 7846; Terran_Science_Facility 0; Terran_Machine_Shop 8760; Terran_Armory 0; Terran_Starport 12568; Terran_Opening SiegeExpand; Terran_Academy 5604; Terran_Bunker 0; Terran_Factory 7282; 
Terran_Control_Tower 12772; Terran_Comsat_Station 8878; Terran_Barracks 1946; Terran_Expansion 5574; Terran_Refinery 6414; Terran_Barracks2 2784; Terran_Missile_Turret 10398; Terran_Supply_Depot 1332; Terran_Engineering_Bay 9192; Terran_Science_Facility 12760; Terran_Machine_Shop 11484; Terran_Armory 0; Terran_Starport 11520; Terran_Opening Bio; Terran_Academy 6652; Terran_Bunker 5732; Terran_Factory 10050; 
Terran_Control_Tower 18416; Terran_Comsat_Station 7476; Terran_Barracks 2128; Terran_Expansion 4170; Terran_Refinery 3346; Terran_Barracks2 7080; Terran_Missile_Turret 9972; Terran_Supply_Depot 1408; Terran_Engineering_Bay 5682; Terran_Science_Facility 18464; Terran_Machine_Shop 14596; Terran_Armory 0; Terran_Starport 17234; Terran_Opening Bio; Terran_Academy 5376; Terran_Bunker 29922; Terran_Factory 12706; 
Terran_Control_Tower 11600; Terran_Comsat_Station 7382; Terran_Barracks 2090; Terran_Expansion 4032; Terran_Refinery 4742; Terran_Barracks2 5928; Terran_Missile_Turret 9442; Terran_Supply_Depot 1346; Terran_Engineering_Bay 6690; Terran_Science_Facility 11580; Terran_Machine_Shop 9214; Terran_Armory 0; Terran_Starport 10252; Terran_Opening Bio; Terran_Academy 5314; Terran_Bunker 12940; Terran_Factory 7704; 
Terran_Control_Tower 13070; Terran_Comsat_Station 8188; Terran_Barracks 2006; Terran_Expansion 5678; Terran_Refinery 5724; Terran_Barracks2 2830; Terran_Missile_Turret 9380; Terran_Supply_Depot 1444; Terran_Engineering_Bay 7962; Terran_Science_Facility 13086; Terran_Machine_Shop 11994; Terran_Armory 0; Terran_Starport 11958; Terran_Opening Bio; Terran_Academy 6256; Terran_Bunker 11318; Terran_Factory 10646; 
Terran_Control_Tower 12242; Terran_Comsat_Station 6278; Terran_Barracks 2238; Terran_Expansion 6184; Terran_Refinery 2590; Terran_Barracks2 6504; Terran_Missile_Turret 10400; Terran_Supply_Depot 1400; Terran_Engineering_Bay 9242; Terran_Science_Facility 11444; Terran_Machine_Shop 12570; Terran_Armory 0; Terran_Starport 10174; Terran_Opening Bio; Terran_Academy 3636; Terran_Bunker 10000; Terran_Factory 8178; 
Terran_Control_Tower 11438; Terran_Comsat_Station 7308; Terran_Barracks 2084; Terran_Expansion 3890; Terran_Refinery 5168; Terran_Barracks2 4852; Terran_Missile_Turret 10710; Terran_Supply_Depot 1384; Terran_Engineering_Bay 6840; Terran_Science_Facility 11422; Terran_Machine_Shop 9506; Terran_Armory 0; Terran_Starport 10214; Terran_Opening Bio; Terran_Academy 5670; Terran_Bunker 4364; Terran_Factory 7826; 
Terran_Control_Tower 0; Terran_Comsat_Station 10284; Terran_Barracks 1406; Terran_Expansion 10178; Terran_Refinery 6818; Terran_Barracks2 7442; Terran_Missile_Turret 12382; Terran_Supply_Depot 1916; Terran_Engineering_Bay 10648; Terran_Science_Facility 0; Terran_Machine_Shop 14240; Terran_Armory 0; Terran_Starport 15998; Terran_Opening Bio; Terran_Academy 7670; Terran_Bunker 4436; Terran_Factory 12694; 
Terran_Control_Tower 10842; Terran_Comsat_Station 8390; Terran_Barracks 2140; Terran_Expansion 5212; Terran_Refinery 5668; Terran_Barracks2 3308; Terran_Missile_Turret 11106; Terran_Supply_Depot 1418; Terran_Engineering_Bay 9560; Terran_Science_Facility 10826; Terran_Machine_Shop 9458; Terran_Armory 0; Terran_Starport 9436; Terran_Opening Bio; Terran_Academy 6052; Terran_Bunker 12942; Terran_Factory 7758; 
Terran_Control_Tower 11940; Terran_Comsat_Station 7916; Terran_Barracks 1434; Terran_Expansion 4468; Terran_Refinery 6132; Terran_Barracks2 4096; Terran_Missile_Turret 13854; Terran_Supply_Depot 1938; Terran_Engineering_Bay 9768; Terran_Science_Facility 11954; Terran_Machine_Shop 11018; Terran_Armory 0; Terran_Starport 10694; Terran_Opening Bio; Terran_Academy 6290; Terran_Bunker 3952; Terran_Factory 7518; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 12535; Terran_Comsat_Station 7220; Terran_Barracks 2305; Terran_Expansion 4060; Terran_Refinery 4785; Terran_Barracks2 7370; Terran_Missile_Turret 10345; Terran_Supply_Depot 1420; Terran_Engineering_Bay 6630; Terran_Science_Facility 12565; Terran_Machine_Shop 10520; Terran_Armory 0; Terran_Starport 10555; Terran_Opening Bio; Terran_Academy 5545; Terran_Bunker 9720; Terran_Factory 9240; 
Terran_Control_Tower 6330; Terran_Comsat_Station 0; Terran_Barracks 2128; Terran_Expansion 0; Terran_Refinery 2494; Terran_Barracks2 5926; Terran_Missile_Turret 0; Terran_Supply_Depot 1454; Terran_Engineering_Bay 8456; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 5046; Terran_Opening FastDropship; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 3778; 
Terran_Control_Tower 12676; Terran_Comsat_Station 7822; Terran_Barracks 2208; Terran_Expansion 7902; Terran_Refinery 4316; Terran_Barracks2 2748; Terran_Missile_Turret 9278; Terran_Supply_Depot 1438; Terran_Engineering_Bay 8270; Terran_Science_Facility 12706; Terran_Machine_Shop 11466; Terran_Armory 0; Terran_Starport 11506; Terran_Opening Bio; Terran_Academy 4170; Terran_Bunker 0; Terran_Factory 9856; 
Terran_Control_Tower 13778; Terran_Comsat_Station 8084; Terran_Barracks 2130; Terran_Expansion 5508; Terran_Refinery 4910; Terran_Barracks2 3200; Terran_Missile_Turret 9876; Terran_Supply_Depot 1418; Terran_Engineering_Bay 7658; Terran_Science_Facility 13764; Terran_Machine_Shop 12258; Terran_Armory 0; Terran_Starport 12526; Terran_Opening Bio; Terran_Academy 6314; Terran_Bunker 12644; Terran_Factory 10460; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 11196; Terran_Comsat_Station 7306; Terran_Barracks 2098; Terran_Expansion 3784; Terran_Refinery 4856; Terran_Barracks2 6080; Terran_Missile_Turret 9250; Terran_Supply_Depot 1382; Terran_Engineering_Bay 6246; Terran_Science_Facility 11500; Terran_Machine_Shop 9886; Terran_Armory 0; Terran_Starport 10058; Terran_Opening Bio; Terran_Academy 5232; Terran_Bunker 23678; Terran_Factory 8580; 
Terran_Control_Tower 11486; Terran_Comsat_Station 7078; Terran_Barracks 2424; Terran_Expansion 3972; Terran_Refinery 5160; Terran_Barracks2 7124; Terran_Missile_Turret 9714; Terran_Supply_Depot 1436; Terran_Engineering_Bay 7010; Terran_Science_Facility 11470; Terran_Machine_Shop 10198; Terran_Armory 0; Terran_Starport 10218; Terran_Opening Bio; Terran_Academy 5488; Terran_Bunker 14940; Terran_Factory 8888; 
Terran_Control_Tower 12210; Terran_Comsat_Station 7434; Terran_Barracks 2108; Terran_Expansion 3476; Terran_Refinery 4772; Terran_Barracks2 4290; Terran_Missile_Turret 9166; Terran_Supply_Depot 1374; Terran_Engineering_Bay 7252; Terran_Science_Facility 12258; Terran_Machine_Shop 10282; Terran_Armory 0; Terran_Starport 10296; Terran_Opening Bio; Terran_Academy 5190; Terran_Bunker 0; Terran_Factory 8928; 
Terran_Control_Tower 14028; Terran_Comsat_Station 10268; Terran_Barracks 2080; Terran_Expansion 6188; Terran_Refinery 6772; Terran_Barracks2 8240; Terran_Missile_Turret 12022; Terran_Supply_Depot 1400; Terran_Engineering_Bay 6896; Terran_Science_Facility 14016; Terran_Machine_Shop 12612; Terran_Armory 0; Terran_Starport 12594; Terran_Opening Bio; Terran_Academy 7130; Terran_Bunker 11300; Terran_Factory 11160; 
Terran_Control_Tower 0; Terran_Comsat_Station 8566; Terran_Barracks 2184; Terran_Expansion 5780; Terran_Refinery 6644; Terran_Barracks2 7338; Terran_Missile_Turret 0; Terran_Supply_Depot 1418; Terran_Engineering_Bay 7168; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6594; Terran_Bunker 4548; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 3106; Terran_Expansion 2908; Terran_Refinery 0; Terran_Barracks2 3658; Terran_Missile_Turret 0; Terran_Supply_Depot 1340; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 8514; Terran_Barracks 2016; Terran_Expansion 4892; Terran_Refinery 5100; Terran_Barracks2 7074; Terran_Missile_Turret 8622; Terran_Supply_Depot 1476; Terran_Engineering_Bay 7436; Terran_Science_Facility 0; Terran_Machine_Shop 12002; Terran_Armory 0; Terran_Starport 13130; Terran_Opening Bio; Terran_Academy 5494; Terran_Bunker 3316; Terran_Factory 10554; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 16296; Terran_Comsat_Station 8856; Terran_Barracks 1940; Terran_Expansion 6164; Terran_Refinery 7102; Terran_Barracks2 3042; Terran_Missile_Turret 12406; Terran_Supply_Depot 1398; Terran_Engineering_Bay 8238; Terran_Science_Facility 16286; Terran_Machine_Shop 14450; Terran_Armory 0; Terran_Starport 14694; Terran_Opening Bio; Terran_Academy 7306; Terran_Bunker 6420; Terran_Factory 13088; 
Terran_Control_Tower 14970; Terran_Comsat_Station 8324; Terran_Barracks 1950; Terran_Expansion 4784; Terran_Refinery 5618; Terran_Barracks2 3388; Terran_Missile_Turret 10694; Terran_Supply_Depot 1344; Terran_Engineering_Bay 8354; Terran_Science_Facility 14992; Terran_Machine_Shop 13310; Terran_Armory 0; Terran_Starport 13356; Terran_Opening Bio; Terran_Academy 5938; Terran_Bunker 7004; Terran_Factory 12020; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2084; Terran_Expansion 0; Terran_Refinery 5696; Terran_Barracks2 5604; Terran_Missile_Turret 0; Terran_Supply_Depot 1352; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6534; Terran_Bunker 4240; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1980; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 3368; Terran_Missile_Turret 0; Terran_Supply_Depot 1358; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13402; Terran_Comsat_Station 8000; Terran_Barracks 2180; Terran_Expansion 5372; Terran_Refinery 5294; Terran_Barracks2 3184; Terran_Missile_Turret 9076; Terran_Supply_Depot 1340; Terran_Engineering_Bay 7688; Terran_Science_Facility 13440; Terran_Machine_Shop 12284; Terran_Armory 0; Terran_Starport 12258; Terran_Opening Bio; Terran_Academy 5876; Terran_Bunker 10148; Terran_Factory 10934; 
Terran_Control_Tower 13488; Terran_Comsat_Station 6968; Terran_Barracks 2116; Terran_Expansion 3816; Terran_Refinery 4908; Terran_Barracks2 4634; Terran_Missile_Turret 8716; Terran_Supply_Depot 1392; Terran_Engineering_Bay 7600; Terran_Science_Facility 13530; Terran_Machine_Shop 15256; Terran_Armory 0; Terran_Starport 12330; Terran_Opening Bio; Terran_Academy 5364; Terran_Bunker 11854; Terran_Factory 10908; 
Terran_Control_Tower 14194; Terran_Comsat_Station 8292; Terran_Barracks 1962; Terran_Expansion 4012; Terran_Refinery 5538; Terran_Barracks2 7528; Terran_Missile_Turret 9538; Terran_Supply_Depot 1322; Terran_Engineering_Bay 6160; Terran_Science_Facility 14232; Terran_Machine_Shop 20292; Terran_Armory 0; Terran_Starport 12910; Terran_Opening Bio; Terran_Academy 6972; Terran_Bunker 4592; Terran_Factory 11164; 
Terran_Control_Tower 11820; Terran_Comsat_Station 7374; Terran_Barracks 2096; Terran_Expansion 4018; Terran_Refinery 5182; Terran_Barracks2 4466; Terran_Missile_Turret 9428; Terran_Supply_Depot 1320; Terran_Engineering_Bay 6850; Terran_Science_Facility 11844; Terran_Machine_Shop 11902; Terran_Armory 0; Terran_Starport 10622; Terran_Opening Bio; Terran_Academy 5740; Terran_Bunker 11520; Terran_Factory 8702; 
Terran_Control_Tower 0; Terran_Comsat_Station 6904; Terran_Barracks 2088; Terran_Expansion 4204; Terran_Refinery 4462; Terran_Barracks2 5942; Terran_Missile_Turret 10616; Terran_Supply_Depot 1370; Terran_Engineering_Bay 9616; Terran_Science_Facility 16092; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 14824; Terran_Opening Bio; Terran_Academy 5206; Terran_Bunker 6058; Terran_Factory 12586; 
Terran_Control_Tower 12958; Terran_Comsat_Station 7096; Terran_Barracks 1962; Terran_Expansion 3848; Terran_Refinery 4376; Terran_Barracks2 6282; Terran_Missile_Turret 9156; Terran_Supply_Depot 1326; Terran_Engineering_Bay 7492; Terran_Science_Facility 12938; Terran_Machine_Shop 11122; Terran_Armory 0; Terran_Starport 11294; Terran_Opening Bio; Terran_Academy 5342; Terran_Bunker 0; Terran_Factory 8256; 
Terran_Control_Tower 10992; Terran_Comsat_Station 6894; Terran_Barracks 1974; Terran_Expansion 3764; Terran_Refinery 4350; Terran_Barracks2 6068; Terran_Missile_Turret 8924; Terran_Supply_Depot 1338; Terran_Engineering_Bay 7304; Terran_Science_Facility 12452; Terran_Machine_Shop 10784; Terran_Armory 0; Terran_Starport 9610; Terran_Opening Bio; Terran_Academy 5362; Terran_Bunker 0; Terran_Factory 7968; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2100; Terran_Expansion 3958; Terran_Refinery 5486; Terran_Barracks2 7300; Terran_Missile_Turret 0; Terran_Supply_Depot 1298; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6004; Terran_Bunker 4288; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 7336; Terran_Barracks 2104; Terran_Expansion 7294; Terran_Refinery 3646; Terran_Barracks2 2806; Terran_Missile_Turret 0; Terran_Supply_Depot 1356; Terran_Engineering_Bay 11608; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 9628; Terran_Opening Bio; Terran_Academy 4364; Terran_Bunker 0; Terran_Factory 8050; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13468; Terran_Comsat_Station 7870; Terran_Barracks 2180; Terran_Expansion 3712; Terran_Refinery 4282; Terran_Barracks2 5006; Terran_Missile_Turret 8866; Terran_Supply_Depot 1524; Terran_Engineering_Bay 5768; Terran_Science_Facility 13482; Terran_Machine_Shop 13974; Terran_Armory 0; Terran_Starport 11940; Terran_Opening Bio; Terran_Academy 4844; Terran_Bunker 11066; Terran_Factory 9276; 
Terran_Control_Tower 13492; Terran_Comsat_Station 7412; Terran_Barracks 2178; Terran_Expansion 3708; Terran_Refinery 4328; Terran_Barracks2 4000; Terran_Missile_Turret 8770; Terran_Supply_Depot 1462; Terran_Engineering_Bay 5748; Terran_Science_Facility 13478; Terran_Machine_Shop 11816; Terran_Armory 0; Terran_Starport 11836; Terran_Opening Bio; Terran_Academy 4672; Terran_Bunker 0; Terran_Factory 10322; 
Terran_Control_Tower 0; Terran_Comsat_Station 5612; Terran_Barracks 2108; Terran_Expansion 0; Terran_Refinery 4566; Terran_Barracks2 2742; Terran_Missile_Turret 0; Terran_Supply_Depot 1348; Terran_Engineering_Bay 10182; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 4200; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2044; Terran_Expansion 0; Terran_Refinery 3262; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1316; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 5894; Terran_Opening VultureHarass; Terran_Academy 0; Terran_Bunker 7124; Terran_Factory 4562; 
Terran_Control_Tower 0; Terran_Comsat_Station 8420; Terran_Barracks 1998; Terran_Expansion 6054; Terran_Refinery 6630; Terran_Barracks2 2520; Terran_Missile_Turret 0; Terran_Supply_Depot 1406; Terran_Engineering_Bay 10728; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 7034; Terran_Bunker 5254; Terran_Factory 0; 
Terran_Control_Tower 11134; Terran_Comsat_Station 7834; Terran_Barracks 2098; Terran_Expansion 3940; Terran_Refinery 4510; Terran_Barracks2 6754; Terran_Missile_Turret 9340; Terran_Supply_Depot 1408; Terran_Engineering_Bay 7478; Terran_Science_Facility 11398; Terran_Machine_Shop 10598; Terran_Armory 0; Terran_Starport 9672; Terran_Opening Bio; Terran_Academy 6296; Terran_Bunker 4802; Terran_Factory 8326; 
Terran_Control_Tower 0; Terran_Comsat_Station 8700; Terran_Barracks 3304; Terran_Expansion 2860; Terran_Refinery 6020; Terran_Barracks2 3984; Terran_Missile_Turret 8450; Terran_Supply_Depot 1360; Terran_Engineering_Bay 7156; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6306; Terran_Bunker 4942; Terran_Factory 0; 
Terran_Control_Tower 11776; Terran_Comsat_Station 7844; Terran_Barracks 1962; Terran_Expansion 4446; Terran_Refinery 5026; Terran_Barracks2 6086; Terran_Missile_Turret 8898; Terran_Supply_Depot 1224; Terran_Engineering_Bay 7422; Terran_Science_Facility 11810; Terran_Machine_Shop 10508; Terran_Armory 0; Terran_Starport 10490; Terran_Opening Bio; Terran_Academy 5386; Terran_Bunker 10084; Terran_Factory 9214; 
Terran_Control_Tower 15530; Terran_Comsat_Station 7560; Terran_Barracks 2136; Terran_Expansion 4244; Terran_Refinery 4686; Terran_Barracks2 6370; Terran_Missile_Turret 9416; Terran_Supply_Depot 1414; Terran_Engineering_Bay 7836; Terran_Science_Facility 15546; Terran_Machine_Shop 14354; Terran_Armory 26924; Terran_Starport 14366; Terran_Opening Bio; Terran_Academy 5616; Terran_Bunker 7536; Terran_Factory 12656; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 3252; Terran_Expansion 2920; Terran_Refinery 0; Terran_Barracks2 3800; Terran_Missile_Turret 0; Terran_Supply_Depot 1448; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
