Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion 295; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 350; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 370; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 822; Terran_Comsat_Station 371; Terran_Barracks 97; Terran_Expansion 329; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 486; Terran_Supply_Depot 58; Terran_Engineering_Bay 415; Terran_Science_Facility 1053; Terran_Machine_Shop 227; Terran_Armory 599; Terran_Starport 739; Terran_Opening vultures; Terran_Academy 297; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 332; Terran_Barracks 105; Terran_Expansion 226; Terran_Refinery 103; Terran_Barracks2 502; Terran_Missile_Turret 390; Terran_Supply_Depot 59; Terran_Engineering_Bay 342; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 358; Terran_Starport -1; Terran_Opening ; Terran_Academy 270; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 591; Terran_Barracks 94; Terran_Expansion 278; Terran_Refinery 102; Terran_Barracks2 384; Terran_Missile_Turret 442; Terran_Supply_Depot 54; Terran_Engineering_Bay 396; Terran_Science_Facility 729; Terran_Machine_Shop 282; Terran_Armory 524; Terran_Starport 678; Terran_Opening ; Terran_Academy 527; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 973; Terran_Comsat_Station 462; Terran_Barracks 89; Terran_Expansion 201; Terran_Refinery 106; Terran_Barracks2 149; Terran_Missile_Turret 310; Terran_Supply_Depot 57; Terran_Engineering_Bay 266; Terran_Science_Facility 787; Terran_Machine_Shop 211; Terran_Armory 349; Terran_Starport 699; Terran_Opening ; Terran_Academy 395; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 568; Terran_Barracks 94; Terran_Expansion 230; Terran_Refinery 103; Terran_Barracks2 227; Terran_Missile_Turret 351; Terran_Supply_Depot 54; Terran_Engineering_Bay 307; Terran_Science_Facility 582; Terran_Machine_Shop 209; Terran_Armory 359; Terran_Starport 532; Terran_Opening air; Terran_Academy 408; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 0; Terran_Comsat_Station 543; Terran_Barracks 90; Terran_Expansion 208; Terran_Refinery 104; Terran_Barracks2 180; Terran_Missile_Turret 313; Terran_Supply_Depot 61; Terran_Engineering_Bay 269; Terran_Science_Facility 1077; Terran_Machine_Shop 209; Terran_Armory 717; Terran_Starport 975; Terran_Opening ; Terran_Academy 441; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 512; Terran_Barracks 105; Terran_Expansion 243; Terran_Refinery 89; Terran_Barracks2 239; Terran_Missile_Turret 329; Terran_Supply_Depot 58; Terran_Engineering_Bay 285; Terran_Science_Facility 597; Terran_Machine_Shop 236; Terran_Armory 356; Terran_Starport 544; Terran_Opening ; Terran_Academy 452; Terran_Bunker -1; Terran_Factory 178; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 101; Terran_Expansion 301; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 245; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 286; Terran_Refinery 103; Terran_Barracks2 503; Terran_Missile_Turret 399; Terran_Supply_Depot 60; Terran_Engineering_Bay 354; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory 407; Terran_Starport 588; Terran_Opening ; Terran_Academy 513; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 440; Terran_Barracks 94; Terran_Expansion 205; Terran_Refinery 103; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 58; Terran_Engineering_Bay 0; Terran_Science_Facility 876; Terran_Machine_Shop 212; Terran_Armory 326; Terran_Starport 780; Terran_Opening ; Terran_Academy 373; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 62; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 95; Terran_Missile_Turret -1; Terran_Supply_Depot 105; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion 212; Terran_Refinery 103; Terran_Barracks2 215; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 809; Terran_Comsat_Station 448; Terran_Barracks 86; Terran_Expansion 217; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 554; Terran_Supply_Depot 57; Terran_Engineering_Bay 227; Terran_Science_Facility 643; Terran_Machine_Shop 208; Terran_Armory 375; Terran_Starport 568; Terran_Opening ; Terran_Academy 389; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 332; Terran_Comsat_Station 564; Terran_Barracks 89; Terran_Expansion 381; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 651; Terran_Science_Facility -1; Terran_Machine_Shop 241; Terran_Armory 572; Terran_Starport 281; Terran_Opening two_facto; Terran_Academy 486; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 626; Terran_Barracks 89; Terran_Expansion 224; Terran_Refinery 104; Terran_Barracks2 378; Terran_Missile_Turret 402; Terran_Supply_Depot 59; Terran_Engineering_Bay 358; Terran_Science_Facility 847; Terran_Machine_Shop 216; Terran_Armory 552; Terran_Starport 789; Terran_Opening ; Terran_Academy 549; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 480; Terran_Comsat_Station 312; Terran_Barracks 96; Terran_Expansion 325; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 430; Terran_Supply_Depot 55; Terran_Engineering_Bay 376; Terran_Science_Facility -1; Terran_Machine_Shop 203; Terran_Armory -1; Terran_Starport 364; Terran_Opening vultures; Terran_Academy 256; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower -1; Terran_Comsat_Station 718; Terran_Barracks 87; Terran_Expansion 202; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 310; Terran_Supply_Depot 58; Terran_Engineering_Bay 269; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 478; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 433; Terran_Barracks 91; Terran_Expansion 224; Terran_Refinery 104; Terran_Barracks2 146; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay 322; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 382; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 423; Terran_Barracks 87; Terran_Expansion 201; Terran_Refinery 104; Terran_Barracks2 236; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 340; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 355; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 587; Terran_Barracks 88; Terran_Expansion 297; Terran_Refinery 136; Terran_Barracks2 296; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 0; Terran_Science_Facility 585; Terran_Machine_Shop 311; Terran_Armory 365; Terran_Starport 530; Terran_Opening air; Terran_Academy 435; Terran_Bunker -1; Terran_Factory 222; 
Terran_Control_Tower -1; Terran_Comsat_Station 483; Terran_Barracks 99; Terran_Expansion 229; Terran_Refinery 88; Terran_Barracks2 220; Terran_Missile_Turret 397; Terran_Supply_Depot 57; Terran_Engineering_Bay 349; Terran_Science_Facility -1; Terran_Machine_Shop 248; Terran_Armory 338; Terran_Starport 637; Terran_Opening vultures; Terran_Academy 430; Terran_Bunker -1; Terran_Factory 195; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion -1; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion 234; Terran_Refinery 105; Terran_Barracks2 249; Terran_Missile_Turret 452; Terran_Supply_Depot 59; Terran_Engineering_Bay 409; Terran_Science_Facility 698; Terran_Machine_Shop 226; Terran_Armory 434; Terran_Starport 618; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 169; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion 426; Terran_Refinery 102; Terran_Barracks2 236; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 456; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 404; Terran_Barracks 86; Terran_Expansion 374; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory 884; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 345; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 439; Terran_Barracks 92; Terran_Expansion 306; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 395; Terran_Supply_Depot 65; Terran_Engineering_Bay 353; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 581; Terran_Starport 1030; Terran_Opening vultures; Terran_Academy 367; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 139; Terran_Expansion 120; Terran_Refinery 144; Terran_Barracks2 192; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 251; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 197; 
Terran_Control_Tower -1; Terran_Comsat_Station 366; Terran_Barracks 94; Terran_Expansion 227; Terran_Refinery 105; Terran_Barracks2 239; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay -1; Terran_Science_Facility 544; Terran_Machine_Shop 208; Terran_Armory 338; Terran_Starport 495; Terran_Opening air; Terran_Academy 309; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 749; Terran_Barracks 86; Terran_Expansion 209; Terran_Refinery 108; Terran_Barracks2 164; Terran_Missile_Turret 295; Terran_Supply_Depot 59; Terran_Engineering_Bay 256; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 687; Terran_Starport -1; Terran_Opening ; Terran_Academy 461; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 191; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station 589; Terran_Barracks 89; Terran_Expansion 282; Terran_Refinery 108; Terran_Barracks2 248; Terran_Missile_Turret 371; Terran_Supply_Depot 55; Terran_Engineering_Bay 329; Terran_Science_Facility -1; Terran_Machine_Shop 240; Terran_Armory 430; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 348; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 668; Terran_Barracks 96; Terran_Expansion 377; Terran_Refinery 100; Terran_Barracks2 235; Terran_Missile_Turret 478; Terran_Supply_Depot 57; Terran_Engineering_Bay 421; Terran_Science_Facility -1; Terran_Machine_Shop 203; Terran_Armory 919; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 607; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 902; Terran_Comsat_Station 432; Terran_Barracks 88; Terran_Expansion 195; Terran_Refinery 102; Terran_Barracks2 183; Terran_Missile_Turret 327; Terran_Supply_Depot 58; Terran_Engineering_Bay 284; Terran_Science_Facility 532; Terran_Machine_Shop 204; Terran_Armory 317; Terran_Starport 477; Terran_Opening air; Terran_Academy 365; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower -1; Terran_Comsat_Station 573; Terran_Barracks 99; Terran_Expansion 350; Terran_Refinery 101; Terran_Barracks2 230; Terran_Missile_Turret 442; Terran_Supply_Depot 58; Terran_Engineering_Bay 399; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory 638; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 511; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 809; Terran_Comsat_Station 395; Terran_Barracks 87; Terran_Expansion 203; Terran_Refinery 103; Terran_Barracks2 186; Terran_Missile_Turret 0; Terran_Supply_Depot 57; Terran_Engineering_Bay 846; Terran_Science_Facility 624; Terran_Machine_Shop 204; Terran_Armory 322; Terran_Starport 512; Terran_Opening air; Terran_Academy 342; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 281; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 309; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 601; Terran_Comsat_Station 421; Terran_Barracks 91; Terran_Expansion 218; Terran_Refinery 112; Terran_Barracks2 832; Terran_Missile_Turret 334; Terran_Supply_Depot 60; Terran_Engineering_Bay 287; Terran_Science_Facility 600; Terran_Machine_Shop 217; Terran_Armory 328; Terran_Starport 478; Terran_Opening air; Terran_Academy 368; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station 445; Terran_Barracks 88; Terran_Expansion 205; Terran_Refinery 103; Terran_Barracks2 172; Terran_Missile_Turret 332; Terran_Supply_Depot 59; Terran_Engineering_Bay 270; Terran_Science_Facility 550; Terran_Machine_Shop 210; Terran_Armory 348; Terran_Starport 500; Terran_Opening air; Terran_Academy 389; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 80; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 106; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 196; Terran_Factory -1; 
Terran_Control_Tower 319; Terran_Comsat_Station 847; Terran_Barracks 87; Terran_Expansion 529; Terran_Refinery 103; Terran_Barracks2 777; Terran_Missile_Turret 412; Terran_Supply_Depot 56; Terran_Engineering_Bay 359; Terran_Science_Facility -1; Terran_Machine_Shop 262; Terran_Armory 608; Terran_Starport 232; Terran_Opening air; Terran_Academy 674; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 504; Terran_Barracks 95; Terran_Expansion 306; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 530; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 436; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 288; Terran_Comsat_Station 568; Terran_Barracks 104; Terran_Expansion 261; Terran_Refinery 105; Terran_Barracks2 519; Terran_Missile_Turret 383; Terran_Supply_Depot 63; Terran_Engineering_Bay 323; Terran_Science_Facility 733; Terran_Machine_Shop 212; Terran_Armory 437; Terran_Starport 237; Terran_Opening air; Terran_Academy 507; Terran_Bunker 304; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 373; Terran_Barracks 98; Terran_Expansion 269; Terran_Refinery 102; Terran_Barracks2 340; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 552; Terran_Science_Facility -1; Terran_Machine_Shop 231; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 314; Terran_Bunker -1; Terran_Factory 154; 
